City,Town,Neighborhood,House Type,House Age,House Size,Room Count,Floor,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price
İstanbul,Beşiktaş,Etiler,Residence,16,65.0,1 + 1,4. Kat,True,1.0,,Merkezi,Doğalgaz,50000
Ankara,Çankaya,Murat,Daire,42,100.0,2 + 1,Giriş Katı,False,1.0,İkinci El,Merkezi,Doğalgaz,15500
Kocaeli,İzmit,Alikahya Fatih,Daire,10,90.0,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
Çanakkale,Gelibolu,Yazıcızade,Daire,25,140.0,3 + 1,Ara Kat,False,1.0,İkinci El,Soba,Kömür-Odun,7500
Ankara,Çankaya,Naci Çakır,Daire,28,115.0,1 + 3,Bahçe Katı,True,1.0,İkinci El,Kombi,Doğalgaz,16000
Ankara,Çankaya,Kırkkonaklar,Daire,15,140.0,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,24500
Antalya,Manavgat,Side,Müstakil Ev,11,70.0,1 + 1,Bahçe Katı,True,1.0,,Klima,Elektrik,23000
Edirne,Merkez,İstasyon,Daire,8,55.0,1 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,13000
Antalya,Alanya,Konaklı,Daire,2,55.0,1 + 1,1. Kat,False,1.0,İkinci El,Klima,Elektrik,10000
Bursa,Osmangazi,Demirtaş Cumhuriyet,Daire,0,130.0,3 + 1,7. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,23500
Denizli,Pamukkale,Mehmetçik,Daire,25,145.0,2 + 1,Ara Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,15000
Muğla,Milas,Ahmet Çavuş Hayıtlı,Daire,25,118.0,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Merkezi,Kömür-Odun,18000
Konya,Meram,Yenişehir,Daire,5,118.0,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18500
İstanbul,Sarıyer,Darüşşafaka,Daire,40,125.0,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,35000
İstanbul,Küçükçekmece,Halkalı Merkez,Daire,0,200.0,3 + 2,4. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,35000
İstanbul,Beşiktaş,Vişnezade,Daire,35,65.0,1 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,20000
İzmir,Menemen,Uğur Mumcu,Daire,1,210.0,3 + 1,En Üst Kat,False,2.0,Sıfır,Kombi,Doğalgaz,20000
İzmir,Karabağlar,Bahçelievler,Daire,25,170.0,3 + 1,7. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,30000
Ankara,Çankaya,İlkbahar,Daire,22,140.0,3 + 1,9. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,37000
Antalya,Muratpaşa,Gebizli,Daire,7,115.0,2 + 1,2. Kat,False,1.0,İkinci El,Klima,Elektrik,17000
İstanbul,Üsküdar,Ahmediye,Daire,2,55.0,1 + 1,Bahçe Katı,False,1.0,,Kombi,Doğalgaz,16000
Ankara,Çankaya,Konutkent,Daire,1,57.0,1 + 1,9. Kat,True,1.0,İkinci El,Yerden Isıtma,Doğalgaz,22000
Tekirdağ,Süleymanpaşa,Altınova,Daire,25,100.0,2 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,9000
Antalya,Alanya,Çarşı,Daire,21,130.0,2 + 1,2. Kat,,1.0,,Güneş Enerjisi,Elektrik,17500
Eskişehir,Odunpazarı,Kırmızıtoprak,Daire,5,55.0,1 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
İstanbul,Kartal,Orhantepe,Daire,5,90.0,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,25000
Ankara,Çankaya,Karapınar,Daire,14,125.0,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,20000
Çorum,Merkez,Bahçelievler,Daire,20,135.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,9500
İstanbul,Şişli,Merkez,Daire,30,125.0,3 + 1,1. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,27500
Balıkesir,Edremit,İkizçay,Daire,3,75.0,1 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,15000
Aydın,Kuşadası,Davutlar,Daire,1,70.0,2 + 1,Giriş Katı,True,1.0,İkinci El,Klima,Elektrik,100000
Adana,Sarıçam,Mehmet Akif Ersoy,Daire,2,125.0,3 + 1,5. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,125000
Ankara,Yenimahalle,Turgut Özal,Daire,4,80.0,1 + 1,11. Kat,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,18750
Ankara,Çankaya,Bahçelievler,Daire,2,120.0,3 + 1,2. Kat,,1.0,İkinci El,Kombi,Doğalgaz,35000
İstanbul,Beşiktaş,Nisbetiye,Daire,35,105.0,2 + 1,7. Kat,True,1.0,,Merkezi,Doğalgaz,42500
İzmir,Karşıyaka,Aksoy,Daire,31,160.0,3 + 1,Zemin,True,3.0,İkinci El,Kombi,Doğalgaz,65000
Tekirdağ,Süleymanpaşa,Yavuz,Daire,35,80.0,2 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,15000
Aydın,Efeler,Mimar Sinan,Daire,10,70.0,2 + 1,Zemin,False,1.0,İkinci El,Kombi,Doğalgaz,16000
İstanbul,Kağıthane,Çeliktepe,Residence,0,87.0,2 + 1,7. Kat,False,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,29000
İstanbul,Maltepe,Zümrütevler,Daire,7,80.0,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19250
Tekirdağ,Çorlu,Esentepe,Daire,12,140.0,2 + 1,Ara Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,22000
Ankara,Çankaya,Naci Çakır,Daire,32,120.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17000
Erzurum,Palandöken,Adnan Menderes,Daire,20,100.0,2 + 1,Giriş Katı,,1.0,İkinci El,Kombi,Doğalgaz,7000
Tekirdağ,Çorlu,Şeyh Sinan,Daire,0,75.0,2 + 1,Yüksek Giriş,False,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,15000
Tekirdağ,Çorlu,Şeyh Sinan,Daire,0,75.0,2 + 1,Yüksek Giriş,False,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,15000
Ankara,Altındağ,Aydınlıkevler,Daire,20,110.0,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Merkezi,Doğalgaz,14500
Adana,Seyhan,Mithatpaşa,Daire,5,135.0,2 + 1,7. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14750
Ankara,Yenimahalle,Karşıyaka,Daire,26,100.0,2 + 1,3. Kat,True,1.0,,Kombi,Doğalgaz,16000
Nevşehir,Merkez,2000 Evler,Daire,0,60.0,1 + 1,En Üst Kat,False,1.0,Sıfır,Kombi,Doğalgaz,7250
İzmir,Karabağlar,Bahçelievler,Daire,30,140.0,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19000
İstanbul,Sarıyer,Cumhuriyet,Daire,10,50.0,1 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17000
Ankara,Çankaya,Kazım Özalp,Daire,35,60.0,1 + 1,2. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,24000
Balıkesir,Bandırma,Paşakent,Daire,5,45.0,1 + 1,3. Kat,True,1.0,,Kombi,Doğalgaz,12000
Diyarbakır,Yenişehir,Üçkuyu,Daire,18,100.0,2 + 1,Ara Kat,,1.0,İkinci El,Kombi,Elektrik,15500
Ankara,Keçiören,19 Mayıs,Daire,30,130.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14500
Konya,Karatay,Hacıyusufmescit,Daire,20,185.0,4 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
Samsun,Atakum,Körfez,Daire,4,50.0,1 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,9750
İstanbul,Kağıthane,Harmantepe,Daire,4,130.0,2 + 2,4. Kat,False,2.0,,Kombi,Doğalgaz,25000
İstanbul,Büyükçekmece,Atatürk,Daire,20,100.0,2 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,14000
Denizli,Pamukkale,Asmalıevler,Daire,6,55.0,1 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,5800
Ankara,Gölbaşı,İncek,Daire,1,75.0,2 + 1,3. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,15750
Antalya,Konyaaltı,Hurma,Daire,15,65.0,1 + 1,Bahçe Katı,True,1.0,İkinci El,Klima,Doğalgaz,12000
Balıkesir,Bandırma,Paşakent,Daire,4,60.0,1 + 1,Ara Kat,False,4.0,İkinci El,Kombi,Doğalgaz,13000
İstanbul,Bakırköy,Kartaltepe,Daire,40,110.0,2 + 1,Kot 3,False,1.0,İkinci El,Kombi,Doğalgaz,24000
Samsun,Atakum,Körfez,Daire,5,55.0,1 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,9000
İzmir,Menemen,Mermerli,Daire,25,110.0,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,19000
İstanbul,Fatih,Katip Kasım,Daire,26,90.0,2 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,25000
İzmir,Buca,Yaylacık,Daire,0,75.0,2 + 1,Ara Kat,True,1.0,Sıfır,Kombi,Doğalgaz,22000
Bartın,Merkez,Kemer Köprü,Daire,5,60.0,1 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,12000
İstanbul,Üsküdar,Kuzguncuk,Daire,40,145.0,3 + 1,4. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,55000
Düzce,Akçakoca,Osmaniye,Daire,15,130.0,3 + 1,2. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,13000
İstanbul,Maltepe,Altıntepe,Daire,20,145.0,3 + 1,5. Kat,,2.0,,Kombi,Doğalgaz,25000
İstanbul,Şişli,Bozkurt,Daire,40,110.0,3 + 1,6. Kat,True,2.0,,Kombi,Doğalgaz,32000
Ankara,Çankaya,Keklik Pınarı,Daire,16,200.0,4 + 1,8. Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,45000
Zonguldak,Ereğli,Sarıkokmaz,Daire,16,135.0,3 + 1,2. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,16500
İstanbul,Şişli,Kuştepe,Daire,4,60.0,1 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,17000
Ankara,Altındağ,Örnek,Daire,5,100.0,2 + 1,7. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,15000
Aydın,Efeler,Adnan Menderes,Daire,4,60.0,1 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,15000
İzmir,Çeşme,Alaçatı,Yazlık,30,200.0,3 + 1,Giriş Katı,True,1.0,İkinci El,Isıtma Yok,Elektrik,300000
Gaziantep,Şehitkamil,Yalankoz,Dağ Evi,10,501.0,4 + 1,Müstakil,False,1.0,İkinci El,Soba,Kömür-Odun,9000
İstanbul,Beykoz,Çubuklu,Müstakil Ev,25,70.0,1 + 1,Müstakil,False,1.0,İkinci El,Kombi,Doğalgaz,18000
İstanbul,Kartal,Kordonboyu,Daire,21,160.0,3 + 1,5. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,40000
Ankara,Etimesgut,Turkuaz,Daire,0,100.0,2 + 1,2. Kat,True,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,19000
İzmir,Dikili,Gazipaşa,Villa,25,120.0,3 + 1,Müstakil,,1.0,İkinci El,Doğalgaz Sobası,Doğalgaz,30000
Aydın,Efeler,Güzelhisar,Daire,10,110.0,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Şişli,Paşa,Daire,10,75.0,1 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,12000
İzmir,Karşıyaka,Bahçelievler,Daire,30,120.0,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,18000
İstanbul,Avcılar,Gümüşpala,Daire,11,60.0,2 + 1,Bahçe Katı,False,1.0,,Kombi,Doğalgaz,10000
Ankara,Yenimahalle,Turgut Özal,Daire,0,100.0,2 + 1,2. Kat,False,1.0,Sıfır,Klima,Doğalgaz,21000
İzmir,Konak,Kılıç Reis,Daire,30,105.0,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,17000
Ankara,Çankaya,Aşıkpaşa,Daire,25,100.0,2 + 1,Giriş Katı,True,1.0,İkinci El,Kombi,Doğalgaz,17000
İstanbul,Beşiktaş,Abbasağa,Daire,50,70.0,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Maltepe,Çınar,Daire,26,140.0,3 + 1,4. Kat,True,1.0,,Kombi,Doğalgaz,30000
İstanbul,Şişli,Merkez,Daire,5,70.0,1 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,30000
İstanbul,Ataşehir,Barbaros,Daire,15,66.0,1 + 1,21 ve üzeri,True,1.0,,Kombi,Doğalgaz,39500
Balıkesir,Bandırma,İhsaniye,Daire,8,140.0,4 + 1,2. Kat,True,2.0,Sıfır,Kombi,Doğalgaz,35000
Bolu,Merkez,Dağkent,Daire,13,90.0,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,8500
İstanbul,Pendik,Yenişehir,Daire,12,75.0,1 + 1,8. Kat,True,1.0,,Kombi,Doğalgaz,19500
Balıkesir,Ayvalık,Küçükköy,Daire,15,100.0,2 + 1,Yüksek Giriş,True,1.0,Sıfır,Klima,Elektrik,3000
Adana,Seyhan,Yeşilyurt,Daire,9,85.0,1 + 1,Yüksek Giriş,True,1.0,İkinci El,Klima,Elektrik,9000
Adana,Sarıçam,Gültepe,Daire,0,50.0,1 + 1,6. Kat,True,1.0,Sıfır,Klima,Elektrik,8000
Ankara,Keçiören,Adnan Menderes,Daire,4,95.0,2 + 1,Yüksek Giriş,False,1.0,Sıfır,Kombi,Doğalgaz,13000
Adana,Çukurova,Mahfesığmaz,Daire,20,190.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Küçükçekmece,Cennet,Daire,5,130.0,5 + 1,Bahçe Katı,False,2.0,İkinci El,Kombi,Doğalgaz,18000
Antalya,Muratpaşa,Çağlayan,Daire,10,100.0,2 + 1,3. Kat,True,2.0,İkinci El,Kombi,Doğalgaz,26000
Adana,Seyhan,Yenibaraj,Daire,12,45.0,1 + 1,2. Kat,True,1.0,,Klima,Elektrik,9000
Ankara,Altındağ,Aydınlıkevler,Daire,38,138.0,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
Konya,Selçuklu,Nişantaş,Daire,22,165.0,3 + 1,Ara Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,22000
Ankara,Altındağ,Aydınlıkevler,Daire,38,138.0,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
Konya,Selçuklu,Nişantaş,Daire,22,165.0,3 + 1,Ara Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,22000
Antalya,Kemer,Çamyuva,Daire,20,100.0,2 + 1,Kot 1,False,1.0,İkinci El,Klima,Elektrik,20000
Ankara,Çankaya,Korkutreis,Daire,20,95.0,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,23000
Hatay,Dörtyol,Numune Evler,Daire,8,150.0,3 + 1,4. Kat,True,2.0,İkinci El,Kombi,Doğalgaz,20000
İzmir,Çeşme,Ilıca,Villa,26,250.0,3 + 1,Müstakil,True,2.0,İkinci El,Klima,Elektrik,150000
Ankara,Çubuk,Cumhuriyet,Daire,0,65.0,2 + 0,Yüksek Giriş,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,9000
Balıkesir,Burhaniye,Bahçelievler,Daire,4,80.0,1 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Antalya,Alanya,Payallar,Villa,35,200.0,2 + 1,Müstakil,True,2.0,İkinci El,Klima,Elektrik,200000
İstanbul,Kağıthane,Merkez,Daire,7,180.0,5 + 2,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,31000
Tekirdağ,Süleymanpaşa,Ortacami,Daire,25,100.0,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,15000
Ankara,Çankaya,Mutlukent,Villa,20,400.0,5 + 2,Müstakil,False,5.0,,Kombi,Doğalgaz,60000
Ankara,Keçiören,İncirli,Daire,10,90.0,3 + 1,Kot 2,False,1.0,İkinci El,Kombi,Doğalgaz,9000
Aydın,Nazilli,Şirinevler,Daire,26,115.0,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
İstanbul,Kadıköy,Feneryolu,Daire,30,150.0,3 + 1,5. Kat,True,2.0,İkinci El,Merkezi,Doğalgaz,50000
Balıkesir,Bandırma,600 Evler,Daire,0,100.0,2 + 1,3. Kat,True,2.0,Sıfır,Kombi,Doğalgaz,25000
İstanbul,Beyoğlu,Halıcıoğlu,Daire,5,80.0,2 + 1,3. Kat,False,1.0,,Kombi,Doğalgaz,25000
İstanbul,Üsküdar,Çengelköy,Daire,27,100.0,2 + 1,Giriş Katı,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,32000
Çanakkale,Merkez,Cevat Paşa,Daire,30,90.0,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Şişli,Feriköy,Daire,4,85.0,2 + 1,4. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,35000
Edirne,Merkez,Talatpaşa,Daire,25,95.0,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
Antalya,Aksu,Altıntaş,Daire,0,45.0,1 + 1,3. Kat,False,1.0,Sıfır,Klima,Elektrik,12000
Antalya,Kumluca,Yeni,Daire,0,105.0,2 + 1,1. Kat,False,2.0,Sıfır,Klima,Elektrik,13000
Mersin(İçel),Mezitli,Viranşehir,Daire,20,16.0,3 + 1,Ara Kat,False,1.0,İkinci El,Klima,Elektrik,15000
İstanbul,Küçükçekmece,Cumhuriyet,Daire,8,80.0,2 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,12000
İstanbul,Küçükçekmece,Gültepe,Daire,10,55.0,1 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,9800
Adana,Seyhan,Yenibaraj,Daire,0,100.0,2 + 1,1. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,15500
Kocaeli,İzmit,Karadenizliler,Daire,11,60.0,1 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,13500
İstanbul,Şişli,Bozkurt,Daire,31,80.0,2 + 1,Bahçe Katı,True,1.0,,Kombi,Doğalgaz,25000
Muğla,Menteşe,Kötekli,Daire,10,70.0,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Üsküdar,Bulgurlu,Daire,14,115.0,3 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,22500
Ankara,Yenimahalle,Işınlar,Daire,21,150.0,4 + 1,Yüksek Giriş,False,2.0,İkinci El,Kombi,Doğalgaz,18500
Ankara,Çankaya,Esatoğlu,Daire,25,115.0,3 + 1,En Üst Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,25000
Adana,Çukurova,Karslılar,Daire,2,150.0,2 + 1,Teras Katı,False,1.0,,Kombi,Doğalgaz,400000
Ankara,Etimesgut,Şeyh Şamil,Daire,23,57.0,1 + 1,2. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,10000
Isparta,Merkez,Hisar,Daire,18,140.0,3 + 1,4. Kat,False,1.0,,Kombi,Doğalgaz,13500
İstanbul,Avcılar,Cihangir,Daire,12,115.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16500
Aydın,Kuşadası,Değirmendere,Daire,1,75.0,1 + 1,1. Kat,False,1.0,Sıfır,Kombi,Elektrik,13000
İzmir,Gaziemir,Atıfbey,Daire,20,135.0,3 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,22000
Bursa,Nilüfer,Barış,Daire,25,180.0,3 + 1,1. Kat,True,2.0,İkinci El,Kombi,Doğalgaz,25000
İstanbul,Beyoğlu,Kılıçali Paşa,Daire,22,133.0,2 + 1,Kot 1,False,2.0,İkinci El,Kombi,Doğalgaz,40000
İzmir,Karşıyaka,Atakent,Daire,30,130.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,27500
Ankara,Çankaya,Aziziye,Residence,10,154.0,2 + 1,8. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,43000
Aydın,Kuşadası,Davutlar,Villa,16,300.0,3 + 1,Müstakil,True,2.0,İkinci El,Klima,Elektrik,25000
Balıkesir,Gönen,Kurtuluş,Daire,15,125.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Beşiktaş,Vişnezade,Daire,35,120.0,2 + 1,2. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,40000
Edirne,Merkez,Koca Sinan,Daire,20,140.0,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,10500
İstanbul,Silivri,Balaban,Daire,16,120.0,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,23000
Muğla,Menteşe,Ortaköy,Daire,0,75.0,1 + 1,1. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,16500
Ankara,Çankaya,Çankaya,Daire,40,130.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18500
Ankara,Etimesgut,Atayurt,Daire,12,84.0,2 + 1,1. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,10000
İstanbul,Esenyurt,Yenikent,Daire,15,200.0,3 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
İstanbul,Esenyurt,Talatpaşa,Daire,4,90.0,2 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,10000
Zonguldak,Merkez,İncivez,Daire,2,55.0,1 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,10000
Ankara,Çankaya,Sancak,Daire,19,130.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,30000
Balıkesir,Bandırma,Yeni,Daire,0,70.0,1 + 1,1. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,11000
İstanbul,Kağıthane,Ortabayır,Daire,15,60.0,1 + 1,3. Kat,True,1.0,Sıfır,Kombi,Doğalgaz,17500
Kayseri,Talas,Bahçelievler,Daire,0,55.0,1 + 1,2. Kat,True,1.0,Sıfır,Merkezi,Doğalgaz,8999
Antalya,Konyaaltı,Altınkum,Daire,15,150.0,3 + 3,7. Kat,False,1.0,İkinci El,Klima,Elektrik,30000
İstanbul,Beşiktaş,Arnavutköy,Daire,30,150.0,2 + 1,Teras Katı,True,1.0,İkinci El,Kombi,Doğalgaz,95000
İstanbul,Bahçelievler,Siyavuşpaşa,Daire,25,92.0,2 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Şişli,Fulya,Daire,26,75.0,1 + 1,Bahçe Katı,False,1.0,İkinci El,Merkezi,Doğalgaz,22000
İzmir,Balçova,Onur,Daire,20,110.0,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Jeotermal Isıtma,,23000
Kocaeli,Gölcük,Yüzbaşılar,Daire,15,110.0,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,19500
Adana,Seyhan,Cemalpaşa,Daire,30,220.0,3 + 1,7. Kat,True,1.0,İkinci El,Klima,Elektrik,25000
İstanbul,Bahçelievler,Zafer,Daire,30,90.0,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,12000
Manisa,Şehzadeler,Dinçer,Daire,24,95.0,2 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
İstanbul,Küçükçekmece,İnönü,Daire,2,65.0,1 + 1,5. Kat,False,1.0,,Merkezi (Pay Ölçer),Doğalgaz,12500
Sakarya,Karasu,Yalı,Daire,5,65.0,1 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,8000
Manisa,Akhisar,Cumhuriyet,Daire,0,130.0,2 + 1,3. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,12000
İzmir,Bornova,Ergene,Daire,32,82.0,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
Antalya,Konyaaltı,Altınkum,Daire,16,75.0,2 + 1,3. Kat,True,1.0,,Klima,Elektrik,35000
Antalya,Finike,Kum,Daire,0,55.0,1 + 1,4. Kat,False,1.0,Sıfır,Klima,Elektrik,8000
İstanbul,Beşiktaş,Cihannüma,Daire,40,90.0,2 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,19000
İstanbul,Eyüpsultan,Göktürk Merkez,Daire,12,200.0,3 + 1,Çatı Katı,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,65000
İstanbul,Şişli,Gülbahar,Daire,5,65.0,1 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Üsküdar,Mimar Sinan,Daire,40,20.0,1 + 1,3. Kat,True,1.0,İkinci El,Klima,Elektrik,20000
İstanbul,Beykoz,Acarlar,Villa,11,650.0,6 + 2,Bahçe Katı,False,6.0,,Kombi,Doğalgaz,435000
İstanbul,Fatih,Cibali,Daire,40,80.0,2 + 1,1. Kat,False,2.0,,Kombi,Doğalgaz,15000
İstanbul,Kağıthane,Sultan Selim,Daire,9,100.0,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19000
Balıkesir,Altıeylül,Yıldız,Daire,5,50.0,1 + 0,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,9250
İstanbul,Kağıthane,Seyrantepe,Daire,25,100.0,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
Edirne,Merkez,Koca Sinan,Daire,13,195.0,4 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18500
Ankara,Çankaya,Beytepe,Daire,10,150.0,3 + 1,Giriş Katı,True,1.0,,Kombi,Doğalgaz,30000
İstanbul,Kağıthane,Talatpaşa,Daire,21,100.0,2 + 1,2. Kat,False,1.0,,Kombi,Doğalgaz,20000
Ankara,Mamak,Boğaziçi,Daire,1,130.0,3 + 1,1. Kat,False,1.0,,Kombi,Doğalgaz,18500
Ankara,Keçiören,Şenlik,Daire,25,122.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
Mersin(İçel),Mezitli,Viranşehir,Daire,20,150.0,3 + 1,4. Kat,False,1.0,İkinci El,Klima,Elektrik,16500
Muğla,Menteşe,Karamehmet,Daire,9,95.0,2 + 1,Yüksek Giriş,False,1.0,,Kombi,Doğalgaz,19000
Ankara,Keçiören,Aşağı Eğlence,Daire,27,110.0,3 + 1,Kot 2,True,1.0,İkinci El,Kombi,Doğalgaz,19000
Denizli,Pamukkale,Atalar,Daire,0,90.0,1 + 1,2. Kat,True,1.0,Sıfır,Kombi,Doğalgaz,11000
